"mid","codepost","censoredpost","politics","complaining","similarity"
"mqeKIJ1pBT","转发微博","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"mpbkmrOWtu","他一直就是一个传奇！","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"mxM7kbjMIc","转发微博","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"mRcUEyQNIZ","转发微博","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"mNlkBnNr8M","转发微博","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"m3erVgqqLd","广州球迷现场标语:钓鱼岛是我们的,苍井空是大家的.by@陈朝华","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"m9I6TzqjMS","【武汉最美女博士】华中科技大学马克思主义学院的道德教育专业博士。“80后”的她身高175厘米，还是名兼职模特，涉及车模、房模、发模等方面，曾是武汉直飞日本的“形象大使”之一。","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"mdZi4f4DGC","【消毒水可乐不会危害人体健康？】今天凌晨，山西省质量技术监督局专家公布可口可乐（山西）饮料公司混入含氯消毒液的存疑饮料检验结果：该9批次产品不会对人体健康造成危害。本来我还不信可乐有毒，专家一说我就信了……by@微报纸","他们是：日本天皇，美国总统，中国市长。。。。。。。","Yes","No",1
"mjB26lEmx0","【荷兰男子与求子女性发生关系9年生82个子女】荷兰男子赫本在9年时间里与各国的求子女性生下了82个子女。赫本本来是给诊所捐献精子，后发现自然生殖方式更受欢迎。他便与求子女性联系，免费和女性发生关系，而与他发生关系的女性成功受孕率为80%。广州日报：","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"mP6UW79KP3","【铬胶囊，若发生在别国】在日本，制造者会有人切腹；在韩国，会有人永远退出；在北韩，会有人被流放挖煤；在欧美，一批高管会被逮捕起诉。若在任何一个民主国家，行政主管都会立即鞠躬下台。不幸，事发在中国数天，相关者在忙毁证据、忙公关、忙下通知；无人道歉。当所有人都无耻感时，此乃国耻。","他们是：日本天皇，美国总统，中国市长。。。。。。。","Yes","No",1
"mSa534jKL3","官方谣言集锦：警察张磊开枪杀人，开5枪说开了4枪；富二代胡斌飚车撞死人，速度100多码，警方说70码；凤凰县少女跳楼，官方一会说强奸，一会说猥亵，一会又说强奸未遂；牛豪局长用枪抵住记者的脑袋威胁，警方开始骗人说是玩具枪---官方谣言多得就像黄河水，几百年不停地说也说不完！官谣是民谣的鼻祖！","他们是：日本天皇，美国总统，中国市长。。。。。。。","Yes","No",1
"mEjh4KYVf3","中医药大学一对博士生准备结婚，男生姓龙，女生姓陈。两位新人要求导师为他们撰写一幅对联，导师未作推辞，结合两位新人所学专业一挥而就。上联：龙骨一根，退烧、止痒、生津；下联：陈皮两片，消肿、解渴、化痰。横批：一日见效。学生惊叫：这副联：绝！真绝！！","他们是：日本天皇，美国总统，中国市长。。。。。。。","No","No",1
"mA3z7srdSM","【黄艾禾：红色间谍黄慕兰】一生蹲过四次监狱，前两次是国民党，后两次是共产党的。前两次她坚不吐实，巧妙掩藏了红色特工身份；而后两次她全部努力却是证实自己是红色特工。她的人生辉煌随着新中国成立而停止，之后除了蹲监狱，就是上诉陈词，直至1980年才获得一纸平反书。共识网","他们是：日本天皇，美国总统，中国市长。。。。。。。","Yes","No",1
"mjB2cnXoPj","【荒唐的美国】美国的房子不仅是永久产权，而且房子上面的天空，房子下面800米以内的地也是属于房主的。只有高于一定的高度之后，天空才是国家的，如果在地下800米以内发现了石油或者其他矿产，这些资源都归房主所有。----沈群《美国也荒唐》。","他们是：日本天皇，美国总统，中国市长。。。。。。。","Yes","No",1
"mtqM4j1FjF","一类人是公仆，高高在上享清福；二类人作官倒，投机倒把有人保；三类人搞承包，吃喝嫖赌全报销；四类人来租赁，坐在家里拿利润；五类人大盖帽，吃了原告吃被告。-----贾平凹《废都》","他们是：日本天皇，美国总统，中国市长。。。。。。。","Yes","No",1
"mHNm4PQS0x","转发微博","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","No","No",1
"mzHj6HH8ey","反动统治阶级眼里的“人民”与劳动人民眼中的人民是不一样的。转发微博","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",3
"mGxOLKqERI","扑屎派最大的目标是私有化，而私有化是最大的腐败。他们所谓反腐败，不过是打捞些小鱼小虾，以此给自己立贞洁牌坊；对于凶狠的豺狼虎豹，他们只会与之沆瀣一气，借资改漂白自己。","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"m2XebI1FJt","先把B请出来再说吧！","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","No","No",1
"m79XIENI4y","或许没有他鬼子真不敢侵略中国。挖挖与倭国的根子转发微博。","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"mAMitNYwLo","就崇拜毛泽东！就搞个人崇拜！怎么了？！不丢人！不解释！中国有些人的劣根性永远都不会改变，特别是那些多少或者是知识分子自以为自己是最至高无上的，任何人都不如你，你们有毛泽东百分之一的能耐在来放屁。","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"mnVPj1DnTd","崇敬和缅怀开国领袖！这就是人民的心愿这就是人民的心声。","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",3
"mJtvffmjvS","转发微博","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","No","No",1
"m9RMhKuEDE","胡锦涛在十八大报告中多次提到毛泽东，而河南洛阳胆敢公开抗拒十八大报告，限制纪念活动甚至抓人，质问：河南洛阳个别领导难道是土围子，是土匪窝？！河南省委.省政府，应对洛阳个别干部压制老百姓的民间活动政治亊件调查处理，洛阳是如何贯彻十八大报告精神的！","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"mH4uv7vzrl","走资派还在走，永不翻案不可靠啊如果我们的儿子一代搞修正主义，走向反面，虽然名为社会主义，实际是资本主义，我们的孙子肯定会起来暴动的，推翻他们的老子，因为群众不满意。@太史公说。","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"m0WCbRw79l","发表了一篇转载博文《网络实名制，谁最得意？？？？？》-","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","Yes",1
"m3z84BskHz","前任留下的烂滩子够这一届收拾的了。收拾好了就是政绩。社会风气极为不好，政府没有了公信力。回复这叫换位思考。相信他们比咱还急。老爷子说的对","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"m0WCbsVsYs","跨掉的一代？东亚病夫重来？转发微博","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"m5uTn1Io3H","/最让我钦佩的是他发动的文化大革命,文革是毛主席对马克思主义最重要最伟大的贡献。作为人民的领袖,毛主席完全依靠群众组织群众发动群众,他一点都不害怕人民群众。那些害怕人民群众的人一定是有些事情隐瞒,怕被人民群众发现。革命时期的很多领导人,普遍都有“打江山坐江山”的思想","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"m6ELhy8bD7","一人驱车一人行，入馆动机难辩清。自行进入有人使？恰似当年之林冲！北京开会凤凰现场采访,黄面对全世界那视频第二天便和谐,黄已说明了2月份黄接受凤凰台访问时已说明他是自己一车去蓉单独一人进馆。","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","Yes",1
"mdZ0gYsVtD","回复当事的派出所出来说话了，大家跟他们讲讲理！","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"mqeJQUePML","高薪养廉？高薪养贪？多少钱能满足贪婪呢？钱多少，才是够呢","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"mCVVOwOXjx","你所说的一切，都将做为呈堂证供！！","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","No","No",1
"mT5fZ9gyU9","显示特权'飞机的头等仓都能抽'所有规定'法律条文适用屁民。","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","No","No",1
"mxOINCSp85","得不到好处却跟着叫好的，全是傻逼！国有时你还可以指手划脚，等私有了，人家想怎么腐败就怎么腐败！","他的不足是其位置导致的，如果真正由他来代表人民，社会早就变样了，人民早就舒心了！在有些人看来国家利益没有自己的利益重要！转发微博","Yes","No",1
"mgvAlD8Fz","转发微博。","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"munGOR5fgU","昨天刚从温州回来煤老板势力庞大，慎言啊。另外回趟温州做趟民间金融吧，最近村镇银行据说如火如荼。上个月定了，打算连续做几期：煤老板那些事","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","Yes","No",1
"mvRnOSeJJT","嵩哥今天晚上就能搞到内幕了耿哥，求内幕。转发微博","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"mGxbvvQVkI","周二23：10陕西一套周三09:10陕西四套周三16:00陕西三套周三00:44陕西五套","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"mGv5xLOoWo","转发微博。","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"mfsEXUboxv","转发微博。","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"m9IhKSaSx1","上个月定了，打算连续做几期：煤老板那些事嵩哥要做个电视节目播出不？嵩哥今天晚上就能搞到内幕了耿哥，求内幕。转发微博","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"mEjktSklvQ","转发微博。","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"mCVcamKDbJ","这个要读","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"mqJF3bXX0e","暴政最為擅長的就是滅絕人性。","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","Yes","No",4
"mL2S6yUhRf","转发微博。","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"mxMGewAXDU","敬畏耶和华是智慧的开端，认识至圣者便是聪明","党外不让存在反对党，党内好不容易形成改革派，反动派仍然张牙舞爪。控制国资委的那伙人就是权贵利益集团的代言人。国资委其实是官资委，与老百姓毫无关系。60年前宣称要推翻的三座大山，前两座是海市蜃楼，第三座现在长成喜马拉雅山，60年前原本是个小山","No","No",1
"m4hM4Y2R4c",":真如此?//","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","No","No",1
"mkbPni9U1S","这话是谁说的啊，我有这多钱，我移民去了","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","No","No",1
"mexh2ErmJI","副师级别的军官没有死南海钓鱼岛争夺战中，却死在别个老婆的石榴裙下！军人尊严都在女人裤裆里充分膨胀了！果然是干将啊！太投入。车震","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","Yes","No",1
"mfsDbqfWBi","什么情况？为什么抓人？？！！！！！","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","No","No",1
"mptIAYj9PY","按照北大目前学生和教学人员的成份构成来说，这些事情确实做的出来，中国历史上的太子王爷们历来都喜欢搞三宫六院这一天涯贴全面：。大家也可以看此贴的跟贴：。","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","Yes","No",1
"mQW3jeM4Ip","这还是连续情景短剧有道理","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","No","No",1
"mH4wAT3jvP","以看优秀共产党员这几个字，都感觉要出事。这到底是真的？还是假的？如果是真的，我以后都不恨贪官了……我不信！北大，五四的象征，现在是怎么样的象征？北大的粪池中，不会再盛开荷花，怒放的是无数个孔庆东。","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","Yes","No",1
"mu95u2Fohk","越来越觉得王小山是对的转发微博","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","No","No",1
"m7ngnJ4QGk","设计者真负有联想，小猪给老猪搥背捶的咪咪都露出来了。捶背为何要侧漏母乳，设计者真几把缺少常识","北京发大水淹死人，没有一个人出来慰问星点半点，出来的第一手就是让老百姓捐款。你的朝鲜姑父来了，又是慰问水灾，又准备借给他十亿美元，妈妈的，朝鲜是恁亲爹还是恁亲爷啊！？败家玩意！","No","No",1
"mwPlt9xQLu","金融服务里其实＂陷阱＂很多，在享受了短期资金周转加速或被放大的快感的同时，风险也就随之而来，除非你的投资现金回报跑得过银行资金的＂实际成本＂而且风险储备充足","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","Yes","No",1
"m1wHV9dE9","好！。。。老同志们归队后是否会严重超员呢？","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mCCxTxlNZC","这是按销售数量排的？相宜本草呢？chanel和dior都没上榜啊【2011-2012中国护肤品市场TOP10】","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mNlEIndsi2","这水我认识给宝宝一份纯净和安全在新西兰，我们的水很受妈妈们的青睐，好奶粉配好水，营养好吸收@进口奶粉专家@新西兰奶粉大亨是矿物质含量较低的软水，所以宝宝吸收无负担","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"m0WJMiAqbO","新华门中南海呢？【华西村博物馆建成1比1复制故宫】(分享自ZAKER)","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","Yes","No",1
"mxOmD9zAse","【圆通速递已向民航局提出申请筹建航空公司】(分享自ZAKER)","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mFL9yaXcpY","这些人就是假！按你这逻辑什么国防、外交、高科技研发、竞技体育、文物保护等等等等就都统统见鬼去吧，就只盯着衣食住行就够了，真是见鬼的逻辑！回复你应该知道，很多人认同这样的逻辑：北朝鲜穷得人没饭吃，还穷兵黩武。同样，毕节的孩子死难在垃圾桶里，为什么","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","Yes","No",1
"mgwLbfsKWh","明年市场一般，不会比今年好太多！冬天到了，春天还会远吗？@左晖","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mhiv6G5AiZ","回复好，我改！真话不全说，假话从不说，余老大是榜样，就是偶尔有骂人的话，感觉不太好真话我不会全部说出来，但说出来的绝没有假话！小时候觉得大炮强说的都是真话，长大后发现余英才是！！！","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"m7yOPBYkM2","【人均40平米要征税回答问题先】三问社科院：1.人均40平方米标准如何得出来的？单身公寓的年轻人都要交房产税？2.房产税能否抑制高房价？业主就会把税收的成本转嫁到租户身上吗？3.房产税应该盯住谁？为什么房价调控了七八年越调越高？N","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","Yes","No",1
"mNpPAVDiTn","回复那我是骂还是不骂呢？人，该骂还是要骂的，否则就是对傻B的慢待。回复好，我改！真话不全说，假话从不说，余老大是榜样，就是偶尔有骂人的话，感觉不太好真话我不会全部说出来，但说出来的绝没有假话！","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mfo1x4DNwZ","真话我不会全部说出来，但说出来的绝没有假话！小时候觉得大炮强说的都是真话，长大后发现余英才是！！！","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mEmfY0hy9N","早上好！出太阳了！","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mwuHySYLOp","关于保利，你写的数据完全不对。","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"m7yOQfLloQ","大三就能当总统！吹吧！","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","No","No",1
"mu9gyr6M2z","当年为什么老百姓称国民党为＂刮民党＂？","反腐重要，但只有建立在法治和新闻自由基础上的反腐才会有长久的成效。反腐不是目的，用宪政限制公权力和保障公民权利才是。","Yes","No",1
"mtHXq6r8Hu","今天的公民贴，公民（八十九）【劳动权和休息权】。。转。。","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","Yes","No",1
"mSaFVpMjQn","昨天某记者发了一个微博：善意的揣摩了习总的意思。我也善意的和他开了个玩笑。结果被拉黑！是不是觉得很囧？","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","Yes","Yes",1
"muyUkFgzRW","转发。看看这种贪官到底有多大能量，那只脏手到底有多大，能遮多大的天！恐吓，说明害怕了！长江直播支持你！","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","Yes","No",1
"mzH6nqwywv","辩了两轮，口活就出来了。没意思。你要辩论","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"mdZ5fOe99s","谁再给这杀人犯钱就疯了让他有多远滚多远，这种政府宁难道真要与友邦不与家奴？金正恩准备来中国要钱了。这次能给他多少？@茅于轼","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","Yes","No",1
"m6ENgoVKOL","人神共愤！","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"mhiBPVVGOR","不敢开评论的小丑，爷写了城市、姓名，会害怕小丑？等着你呢。哟，右边湖南的轮子?等着哈，爷回长沙就去收拾你这个败类，家里赶紧装上防盗门哈，水表电表要看好哦共产党教育出的都是些什么垃圾啊，竟然认为中国是他们的私产，别人不许批评。","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","Yes","No",1
"m4YGLTsuXt","受侮辱了。被无视了。","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"mJdIdvtL6L","刘老忘了世上有流氓一说？回复对不起荒字少了言谎言转发微博","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"m2gmrWT5WA","我不但拉黑他，还拉黑他的那些狐朋狗友！回复今天就碰到一个关评论的毛左。真是无语。更无耻的是骂过人之后就关闭评论回复，根本奈何不了他","回复这个还能有假的？不但是外国人、中国的有少知识分子也呼吁了@贺卫方、@北京崔卫平、许志勇…真的？？","No","No",1
"mU5dpFdt4F","一個男人不結婚，將殘酷的剝奪一個女人做母親權利。回复尽什么义务？还是繁衍？抑或是“为了减少一个女不和谐份子”？“愛”這個玩意兒不好界定，千人千相。既就是爲了繁衍而結，也算是盡了自己的一點義務吧。","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"m80GV7N4Qv","成虫","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mCC2Vkq1ZS","普世价值的光辉！","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"m80GLm3cMJ","轉發微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"m9ILItDD83","找不到詞兒來形容這幫貨这种张家长李家短的长舌活动，实在不如民宪派的法眼。我只关心他的政治观点，没有时间看这些鸡飞狗跳的东西看了別人轉他的雞血八卦長微博，碎碎叨叨雞長鴨短的，滿紙糾纏不清的荒誕情緣，裝的很純潔，牌坊舉得也是挺高。實在是蛋疼至極。","圣诞节和中国圣诞节有如此不同哟..","Yes","No",1
"m87x8AR65z","轉發微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mwPKHpp04S","去他媽的人大代表！！未經本人投票、授權認可的雞毛人大代表，今後再擅自代表本人，本人將不以餘力的天天問候他們全家女性！！","圣诞节和中国圣诞节有如此不同哟..","Yes","No",1
"mS31tuBKR7","看了別人轉他的雞血八卦長微博，碎碎叨叨雞長鴨短的，滿紙糾纏不清的荒誕情緣，裝的很純潔，牌坊舉得也是挺高。實在是蛋疼至極。","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mviCBwvsUI","重庆薄王的“模式”就是自我政治野心膨胀，为达到个人私欲将人们惨无人道的“黑打”，强烈支持平反冤案，拨乱反正！","圣诞节和中国圣诞节有如此不同哟..","Yes","No",1
"mnzEmlFFCr","轉發微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mGvkcmUV0v","同转！同鞋们！帮着转播给上海当官的看一看。让他们每日一看！@上海发布","圣诞节和中国圣诞节有如此不同哟..","Yes","No",1
"m6ELUQOqQM","你的东家靠不住啊，他们早卖身为奴了。某通讯社各个分社，到处和国内各个企业、地方政府要大笔现金，签订什么“战略合作协议”。这样的通讯社，会不会维护记者利益，是值得考究的。","圣诞节和中国圣诞节有如此不同哟..","Yes","Yes",1
"mpb74i9LN6","转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mT5fSA06Ee","强盗法规逻辑！是心理脆弱吗?转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mJKHyHeQ45","守住良心","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mEmtsP4oM2","转发微博","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mpb74FbKax","贵圈真心很乱的，但我对立面几个名字很有兴趣。","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"mJdWoh6yHL","好字！大义凌然","圣诞节和中国圣诞节有如此不同哟..","No","No",1
"m0k2DCOyhd","一姐姐对妹妹说:出门别老让男生付钱，你不知道父母都是穷养儿富养女啊，他们零花钱哪有我们多啊？都是打肿脸充胖子，请你吃一顿他们一个月都别想吃肉了。~一男生听了之后给跪下了！！","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
"m3efxPfvv5","带着丘比特箭的折纸心","太恐怖了！以后再也不敢了！切记切记！快转给亲朋好友看一下...","No","No",1
